Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
paolo-soprani-piano-accordion-red-italia,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-09-90.jpg,2,"Paolo Soprani Piano Accordion — Red Pearloid ""Italia"" (Vintage) — view 2",,,,,
piano-accordion-black-petal-grille-120-bass,"Piano Accordion — Black, Petal-Pattern Grille, 120 Bass (Used)","<p>Full-size 120-bass piano accordion in gloss black with a unique grille of petal/feather-shaped cutouts over polka-dot mesh and a red-centered medallion. Seven chrome-topped bass register switches. A solid player without a visible maker's name.</p><ul>
<li>Full size: 41 keys / ~120 bass</li>
<li>7 bass register switches</li>
<li>Distinctive petal-pattern grille</li>
<li>Used condition: dust, light scratches — see photos</li>
<li>Sold as-is</li>
</ul>",Unbranded,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, 120 bass, accordion, piano accordion, used",true,Title,Default Title,,,,,ACC-08,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-08-01.jpg,1,"Piano Accordion — Black, Petal-Pattern Grille, 120 Bass (Used) — Bob Music Store",false,"Piano Accordion — Black, Petal-Pattern Grille, 120 Bass (…","Full-size 120-bass piano accordion in gloss black with a unique grille of petal/feather-shaped cutouts over polka-dot mesh — Bob Music Store, Beirut.",g,active
parrot-piano-accordion-red-120-bass,"Parrot Piano Accordion — Red Pearloid, 120 Bass (Used)","<p>Parrot full-size piano accordion in red marbled pearloid with a distinctive mesh-square grille and chrome corner protectors. Parrot (Tianjin) has been one of the standard Chinese workhorse accordion brands for decades — solid, serviceable instruments. Includes shoulder straps.</p><ul>
<li>Parrot, full size ~120 bass</li>
<li>Red pearloid, mesh-square grille</li>
<li>6 register rockers</li>
<li>Includes shoulder straps</li>
<li>Used condition: yellowed keys, pencil note-marks on some keys, corner wear — see photos</li>
</ul>",Parrot,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, 120 bass, accordion, parrot, piano accordion, red, used",true,Title,Default Title,,,,,ACC-07,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-07-01.jpg,1,"Parrot Piano Accordion — Red Pearloid, 120 Bass (Used) — Bob Music Store",false,"Parrot Piano Accordion — Red Pearloid, 120 Bass (Used)","Parrot full-size piano accordion in red marbled pearloid with a distinctive mesh-square grille and chrome corner protectors — Bob Music Store, Beirut.",g,active
parrot-piano-accordion-red-120-bass,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-07-02.jpg,2,"Parrot Piano Accordion — Red Pearloid, 120 Bass (Used) — view 2",,,,,
weltmeister-120-bass-black-gold-script,"Weltmeister Piano Accordion — 120 Bass, Black, Gold Script (Vintage)","<p>Full-size Weltmeister 120-bass in gloss black with the gold-outlined script plaque, five white treble register tabs and three bass registers, and a fine mesh grille band with chrome strips. German-built quality from the Klingenthal works.</p><ul>
<li>Weltmeister, made in Germany</li>
<li>Full size ~120 bass, 5 treble + 3 bass registers</li>
<li>Gloss black, gold script badge</li>
<li>Vintage condition: strongly yellowed keys, worn gloss — see photos</li>
<li>Sold as-is</li>
</ul>",Weltmeister,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, 120 bass, accordion, german, piano accordion, vintage, weltmeister",true,Title,Default Title,,,,,ACC-06,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-06-01.jpg,1,"Weltmeister Piano Accordion — 120 Bass, Black, Gold Script (Vintage) — Bob Music Store",false,"Weltmeister Piano Accordion — 120 Bass, Black, Gold Scrip…","Full-size Weltmeister 120-bass in gloss black with the gold-outlined script plaque, five white treble register tabs and three — Bob Music Store, Beirut.",g,active
hohner-verdi-ii-n-piano-accordion,Hohner Verdi II N Piano Accordion — Burgundy Pearloid (Vintage),"<p>Hohner Verdi II N — the famous German ""workhorse"" accordion, praised for robustness and a strong voice. Dark burgundy pearloid with a gold louvered grille and chrome Hohner lettering. The Verdi II N is a 37-key, 96-bass, 3-voice design with 5 treble and 3 bass registers at a manageable 9 kg.</p><ul>
<li>Hohner Verdi II N, made in Germany</li>
<li>37 keys / 96 bass, 3 voices (model standard)</li>
<li>5 treble + 3 bass registers (model standard)</li>
<li>Vintage condition: yellowed keys, tarnished trim — see photos</li>
<li>Sold as-is</li>
</ul>",Hohner,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, accordion, german, hohner, piano accordion, vintage",true,Title,Default Title,,,,,ACC-05,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-05-01.jpg,1,Hohner Verdi II N Piano Accordion — Burgundy Pearloid (Vintage) — Bob Music Store,false,Hohner Verdi II N Piano Accordion — Burgundy Pearloid (Vi…,"Hohner Verdi II N — the famous German ""workhorse"" accordion, praised for robustness and a strong voice — Bob Music Store, Beirut.",g,active
weltmeister-stella-120-bass-black,"Weltmeister Stella Piano Accordion — 120 Bass, Black (Made in Germany)","<p>Weltmeister Stella from Klingenthal, Germany — the classic full-size 120-bass workhorse. Gloss black with the white script ""weltmeister"" and ""stella"" badges, a full row of treble register rockers behind the keys, and slat-vent grille. The Stella line is a 41-key, 120-bass design with 11 treble and 5 bass registers.</p><ul>
<li>Weltmeister Stella, made in Germany</li>
<li>Full size: 41 keys / 120 bass (model standard)</li>
<li>11 treble + 5 bass registers (model standard)</li>
<li>Used condition: scuffs on gloss, slight key yellowing — see photos</li>
<li>Sold as-is</li>
</ul>",Weltmeister,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, 120 bass, accordion, german, piano accordion, used, weltmeister",true,Title,Default Title,,,,,ACC-04,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-04-01.jpg,1,"Weltmeister Stella Piano Accordion — 120 Bass, Black (Made in Germany) — Bob Music Store",false,"Weltmeister Stella Piano Accordion — 120 Bass, Black (Mad…","Weltmeister Stella from Klingenthal, Germany — the classic full-size 120-bass workhorse — Bob Music Store, Beirut.",g,active
magister-art-deco-piano-accordion-burgundy,"Magister Piano Accordion — Burgundy, Gold Art-Deco Grille (Vintage)","<p>Show-stopping vintage piano accordion marked ""Magister"" — burgundy/oxblood marbled celluloid crowned by a gold art-deco fan grille, with engraved brass register buttons and gold register rockers on the bass side. The most ornate accordion in our collection; likely the Magister model associated with the German Barcarole works.</p><ul>
<li>Burgundy pearloid with gold art-deco fan grille</li>
<li>4 engraved brass treble registers + 3 gold bass rockers</li>
<li>Full-size bass side</li>
<li>Vintage condition: aged keys, patina on gold trim — see photos</li>
<li>Sold as-is</li>
</ul>",Magister,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, accordion, art deco, piano accordion, vintage",true,Title,Default Title,,,,,ACC-03,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-03-01.jpg,1,"Magister Piano Accordion — Burgundy, Gold Art-Deco Grille (Vintage) — Bob Music Store",false,"Magister Piano Accordion — Burgundy, Gold Art-Deco Grille…","Show-stopping vintage piano accordion marked ""Magister"" — burgundy/oxblood marbled celluloid crowned by a gold art-deco fan — Bob Music Store, Beirut.",g,active
artisti-associati-castelfidardo-piano-accordion,"Artisti Associati Piano Accordion — Castelfidardo, Italy (Vintage)","<p>Mid-century Italian piano accordion by Artisti Associati of Castelfidardo — Italy's accordion capital — in grey mother-of-pearl celluloid with a green diamond-pattern bellows. ""Artisti Associati"" was one of the export brand names of the postwar Castelfidardo boom, built for the American market. Four treble registers, full black-button bass side.</p><ul>
<li>Made in Castelfidardo, Italy (badge on bass side)</li>
<li>Grey pearloid finish, argyle bellows cloth</li>
<li>4 treble register buttons</li>
<li>Vintage condition: yellowed keys, oxidized trim — see photos</li>
<li>Sold as-is</li>
</ul>",Artisti Associati,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Piano Accordion,"Piano Accordions, Accordions, Vintage & Collectible, accordion, castelfidardo, italian, piano accordion, vintage",true,Title,Default Title,,,,,ACC-02,9500,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-02-01.jpg,1,"Artisti Associati Piano Accordion — Castelfidardo, Italy (Vintage) — Bob Music Store",false,"Artisti Associati Piano Accordion — Castelfidardo, Italy …","Mid-century Italian piano accordion by Artisti Associati of Castelfidardo — Italy's accordion capital — in grey mother-of-pearl — Bob Music Store, Beirut.",g,active
ogonyok-2-soviet-bayan-button-accordion,Ogonyok-2 Soviet Button Accordion (Bayan) — Red Marble (Vintage),"<p>Genuine Soviet-era Ogonyok-2 (Огонёк-2) bayan — a 3-row B-system button accordion in red-maroon marbled celluloid with a silver textured grille inset with red bars. The gold Cyrillic script on the treble side marks it unmistakably as a piece of Soviet musical history. Known as a lightweight student bayan with a rich treble voice.</p><ul>
<li>Soviet-made 3-row button accordion (B-system)</li>
<li>Red marbled celluloid, original straps</li>
<li>Gold Cyrillic ""Огонёк 2"" script</li>
<li>Vintage condition: edge wear on celluloid, aged straps — see photos</li>
<li>Sold as-is; a serviceable player and a collector's display piece</li>
</ul>",Ogonyok,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Accordions & Concertinas,Button Accordion,"Button Accordions, Accordions, Vintage & Collectible, accordion, bayan, button accordion, russian, soviet, vintage",true,Title,Default Title,,,,,ACC-01,6000,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/ACC-01-01.jpg,1,Ogonyok-2 Soviet Button Accordion (Bayan) — Red Marble (Vintage) — Bob Music Store,false,Ogonyok-2 Soviet Button Accordion (Bayan) — Red Marble (V…,"Genuine Soviet-era Ogonyok-2 (Огонёк-2) bayan — a 3-row B-system button accordion in red-maroon marbled celluloid with a silver — Bob Music Store, Beirut.",g,active
student-violin-4-4-honey-gloss,"Student Violin 4/4 — Honey Gloss, Pronounced Grain","<p>Student violin in a warm honey-yellow gloss with strikingly straight, pronounced spruce grain across the top. Black fittings with a 4-fine-tuner tailpiece.</p><ul>
<li>4/4 acoustic student violin</li>
<li>Honey gloss, pronounced straight grain</li>
<li>Black fittings, 4 fine tuners</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, beginner, honey, student violin, violin",true,Title,Default Title,,,,,VLN-10,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-10-01.jpg,1,"Student Violin 4/4 — Honey Gloss, Pronounced Grain — Bob Music Store",false,"Student Violin 4/4 — Honey Gloss, Pronounced Grain","Student violin in a warm honey-yellow gloss with strikingly straight, pronounced spruce grain across the top — Bob Music Store, Beirut.",g,active
student-violin-4-4-sparkle-blue,Student Violin 4/4 — Sparkle Blue,"<p>Full-size student violin in metallic sparkle blue — body, ribs and scroll — with black fittings and a natural wood bridge for contrast. A real acoustic violin with serious sparkle.</p><ul>
<li>4/4 acoustic student violin</li>
<li>Metallic sparkle blue finish incl. scroll</li>
<li>Black fittings, 4 fine tuners</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, blue, colored, sparkle, student violin, violin",true,Title,Default Title,,,,,VLN-09,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-09-01.jpg,1,Student Violin 4/4 — Sparkle Blue — Bob Music Store,false,Student Violin 4/4 — Sparkle Blue,"Full-size student violin in metallic sparkle blue — body, ribs and scroll — with black fittings and a natural wood bridge — Bob Music Store, Beirut.",g,active
student-violin-4-4-gloss-amber,Student Violin 4/4 — Gloss Amber,"<p>Classic student violin in high-gloss amber with black fittings and a 4-fine-tuner tailpiece for easy, precise tuning — the standard, reliable choice for beginners. Two units available; photos show both.</p><ul>
<li>4/4 acoustic student violin</li>
<li>High-gloss amber varnish</li>
<li>Black fittings, 4 fine tuners</li>
<li>New shop stock (protective factory paper visible in photos)</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, amber, beginner, student violin, violin",true,Title,Default Title,,,,,VLN-08,1600,shopify,2,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-08-01.jpg,1,Student Violin 4/4 — Gloss Amber — Bob Music Store,false,Student Violin 4/4 — Gloss Amber,"Classic student violin in high-gloss amber with black fittings and a 4-fine-tuner tailpiece for easy, precise tuning  — Bob Music Store, Beirut.",g,active
student-violin-4-4-gloss-amber,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-08-02.jpg,2,Student Violin 4/4 — Gloss Amber — view 2,,,,,
student-violin-4-4-matte-antique,Student Violin 4/4 — Matte Antique Finish,"<p>Student violin with a matte ""antiqued"" brown finish — darker shading toward the edges for an old-master look without the old-master price. All-black fittings including a 4-fine-tuner tailpiece.</p><ul>
<li>4/4 student violin</li>
<li>Matte antique shaded finish</li>
<li>Black pegs, fingerboard, tailpiece (4 fine tuners), chinrest</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, antique, matte, student violin, violin",true,Title,Default Title,,,,,VLN-07,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-07-01.jpg,1,Student Violin 4/4 — Matte Antique Finish — Bob Music Store,false,Student Violin 4/4 — Matte Antique Finish,"Student violin with a matte ""antiqued"" brown finish — darker shading toward the edges for an old-master look without — Bob Music Store, Beirut.",g,active
student-violin-4-4-matte-antique,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-07-02.jpg,2,Student Violin 4/4 — Matte Antique Finish — view 2,,,,,
student-violin-4-4-satin-amber-wooden-fittings,"Student Violin 4/4 — Satin Amber, Wooden Pegs & Tailpiece","<p>A step up in looks from the standard student violin: satin amber-orange top with shaded edges, boxwood-tone wooden pegs, matching wooden tailpiece with a single gold E fine tuner, and a wooden chinrest. Two-piece flamed maple back with a clean center seam.</p><ul>
<li>4/4 student violin, traditional wooden fittings</li>
<li>Satin amber finish, shaded edges</li>
<li>Boxwood-tone pegs + wooden tailpiece</li>
<li>Two-piece maple back with light flame</li>
<li>New (bridge/strings factory-wrapped in photos)</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, amber, student violin, traditional, violin",true,Title,Default Title,,,,,VLN-06,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-06-01.jpg,1,"Student Violin 4/4 — Satin Amber, Wooden Pegs & Tailpiece — Bob Music Store",false,"Student Violin 4/4 — Satin Amber, Wooden Pegs & Tailpiece","A step up in looks from the standard student violin: satin amber-orange top with shaded edges, boxwood-tone wooden pegs — Bob Music Store, Beirut.",g,active
student-violin-4-4-satin-amber-wooden-fittings,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-06-02.jpg,2,"Student Violin 4/4 — Satin Amber, Wooden Pegs & Tailpiece — view 2",,,,,
student-violin-4-4-gloss-red-outfit,"Student Violin 4/4 Outfit — Gloss Red, with Case & Bow","<p>Full-size student violin in bright gloss red with black fittings and a 4-fine-tuner tailpiece — easy tuning for beginners. Complete outfit in a shaped foam case with bow (factory-wrapped in photos).</p><ul>
<li>4/4 acoustic student violin</li>
<li>Gloss red finish, black fittings</li>
<li>Tailpiece with 4 fine tuners</li>
<li>Includes shaped case and bow</li>
<li>New in case</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, colored, outfit, red, student violin, violin",true,Title,Default Title,,,,,VLN-05,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-05-01.jpg,1,"Student Violin 4/4 Outfit — Gloss Red, with Case & Bow — Bob Music Store",false,"Student Violin 4/4 Outfit — Gloss Red, with Case & Bow","Full-size student violin in bright gloss red with black fittings and a 4-fine-tuner tailpiece — easy tuning for beginners — Bob Music Store, Beirut.",g,active
student-violin-4-4-turquoise-case-bow,"Student Violin 4/4 — Turquoise, with Case & Bow","<p>Full-size student violin in a glossy turquoise/mint finish — scroll and all — with black fittings. A conventional acoustic violin (real f-holes, real voice) that stands out in any classroom. Supplied in a plush-lined case with bow.</p><ul>
<li>4/4 acoustic student violin</li>
<li>Gloss turquoise finish incl. scroll</li>
<li>Black pegs, fingerboard, tailpiece and chinrest</li>
<li>Includes case and bow</li>
<li>New in case</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Violin,"Violins, Violins & Wind, Beginner & Student, 4/4, colored, outfit, student violin, turquoise, violin",true,Title,Default Title,,,,,VLN-04,1600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-04-01.jpg,1,"Student Violin 4/4 — Turquoise, with Case & Bow — Bob Music Store",false,"Student Violin 4/4 — Turquoise, with Case & Bow","Full-size student violin in a glossy turquoise/mint finish — scroll and all — with black fittings — Bob Music Store, Beirut.",g,active
silent-electric-violin-outfit-white-s-frame,"Silent Electric Violin Outfit — White S-Frame, with Case & Accessories","<p>Silent electric violin with a cream-white S-frame body and black center beam — light, comfortable, and ready for headphone practice or amplified performance. Complete outfit with shaped case, bow and cable/headphone kit.</p><ul>
<li>4/4 S-frame silent electric violin</li>
<li>Cream white with black fittings and shoulder support</li>
<li>Includes: shaped case (grey plush), bow, cable/headphone kit</li>
<li>New in case (accessories still factory-wrapped)</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Electric Violin,"Electric Violins, Violins & Wind, 4/4, electric violin, outfit, silent violin, violin, white",true,Title,Default Title,,,,,VLN-03,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-03-01.jpg,1,"Silent Electric Violin Outfit — White S-Frame, with Case & Accessories — Bob Music Store",false,"Silent Electric Violin Outfit — White S-Frame, with Case …","Silent electric violin with a cream-white S-frame body and black center beam — light, comfortable, and ready for headphone — Bob Music Store, Beirut.",g,active
silent-electric-violin-outfit-pearl-white,"Silent Electric Violin Outfit — Pearl White, with Case & Bow","<p>Silent electric violin in pearl white with black fittings — an elegant openwork body that plays quietly through headphones or plugs into any amp. Complete outfit in a shaped case with bow and cable/earphone set.</p><ul>
<li>4/4 openwork-body silent electric violin</li>
<li>Pearl white with black fingerboard, pegs, tailpiece and chinrest</li>
<li>Includes: shaped case (tan plush), bow, cables/earphones</li>
<li>New in case</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Electric Violin,"Electric Violins, Violins & Wind, 4/4, electric violin, outfit, silent violin, violin, white",true,Title,Default Title,,,,,VLN-02,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-02-01.jpg,1,"Silent Electric Violin Outfit — Pearl White, with Case & Bow — Bob Music Store",false,"Silent Electric Violin Outfit — Pearl White, with Case & Bow","Silent electric violin in pearl white with black fittings — an elegant openwork body that plays quietly through headphones — Bob Music Store, Beirut.",g,active
silent-electric-violin-outfit-black,"Silent Electric Violin Outfit — Black, with Case, Bow & Headphones","<p>Practice anywhere, anytime: this skeletal-body silent electric violin in gloss black produces almost no acoustic sound on its own — plug in headphones for silent practice or connect to an amp for the stage. Complete outfit in a fitted shaped case with bow and headphone/cable set.</p><ul>
<li>4/4 skeletal-body silent electric violin</li>
<li>Gloss black body, chrome fine tuners</li>
<li>Includes: shaped case, bow, headphone/cable set</li>
<li>Powered by 9V battery (not included)</li>
<li>New in case</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Violins,Electric Violin,"Electric Violins, Violins & Wind, 4/4, black, electric violin, outfit, silent violin, violin",true,Title,Default Title,,,,,VLN-01,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/VLN-01-01.jpg,1,"Silent Electric Violin Outfit — Black, with Case, Bow & Headphones — Bob Music Store",false,"Silent Electric Violin Outfit — Black, with Case, Bow & H…","Practice anywhere, anytime: this skeletal-body silent electric violin in gloss black produces almost no acoustic sound — Bob Music Store, Beirut.",g,active
dreadnought-acoustic-guitar-natural-unbranded,Dreadnought Acoustic Guitar — Natural (Unbranded),"<p>Full-size non-cutaway dreadnought in gloss natural with pronounced wide grain on the top and a wine-red headstock. Freshly strung (D'Addario EXP tag still on the headstock in photos). Simple, honest, big acoustic sound.</p><ul>
<li>Full-size dreadnought, steel strings</li>
<li>Gloss natural top, thin multi-ring rosette</li>
<li>Freshly strung with D'Addario</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Acoustic Guitar,"Acoustic Guitars, Guitars & Bass, acoustic guitar, beginner, dreadnought, natural, steel string",true,Title,Default Title,,,,,GTR-24,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-24-01.jpg,1,Dreadnought Acoustic Guitar — Natural (Unbranded) — Bob Music Store,false,Dreadnought Acoustic Guitar — Natural (Unbranded),"Full-size non-cutaway dreadnought in gloss natural with pronounced wide grain on the top and a wine-red headstock — Bob Music Store, Beirut.",g,active
3-4-classical-guitar-amber-orange-attima,"3/4 Classical Guitar — Amber Orange, Black Binding (Attima)","<p>Compact 3/4-size classical in a saturated amber-orange gloss with black binding and a maroon diamond-pattern rosette — sized for younger students and travel. Nylon strings, slotted headstock, chrome tuners.</p><ul>
<li>3/4 (compact) classical, nylon strings</li>
<li>Amber-orange gloss, black binding</li>
<li>Slotted headstock, chrome tuners</li>
<li>New shop stock (minor marks on painted fretboard — see photos)</li>
</ul>",Attima,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Classical Guitar,"Classical Guitars, Guitars & Bass, 3/4 size, classical guitar, kids, nylon strings, student",true,Title,Default Title,,,,,GTR-23,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-23-01.jpg,1,"3/4 Classical Guitar — Amber Orange, Black Binding (Attima) — Bob Music Store",false,"3/4 Classical Guitar — Amber Orange, Black Binding (Attima)","Compact 3/4-size classical in a saturated amber-orange gloss with black binding and a maroon diamond-pattern rosette — sized — Bob Music Store, Beirut.",g,active
siltron-41-dreadnought-tobacco-sunburst,Siltron 41″ Acoustic Guitar — Tobacco Sunburst Cutaway,"<p>Siltron 41-inch cutaway dreadnought in matte tobacco sunburst — amber center fading to black edges — with white multi-ring rosette and dot inlays. The classic look with a modern matte feel.</p><ul>
<li>41″ cutaway dreadnought, steel strings</li>
<li>Matte tobacco sunburst</li>
<li>Chrome tuners, white bridge pins</li>
<li>New shop stock</li>
</ul>",Siltron,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Acoustic Guitar,"Acoustic Guitars, Guitars & Bass, acoustic guitar, cutaway, dreadnought, matte, steel string, sunburst",true,Title,Default Title,,,,,GTR-22,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-22-01.jpg,1,Siltron 41″ Acoustic Guitar — Tobacco Sunburst Cutaway — Bob Music Store,false,Siltron 41″ Acoustic Guitar — Tobacco Sunburst Cutaway,"Siltron 41-inch cutaway dreadnought in matte tobacco sunburst — amber center fading to black edges — with white multi-ring — Bob Music Store, Beirut.",g,active
karl-schneider-electro-classical-cutaway-eq,Karl Schneider Electro-Classical Guitar — Cutaway with 4-Band EQ,"<p>Karl Schneider cutaway electro-classical: nylon-string warmth you can plug straight into an amp or PA via the side-mounted EQ-7545R preamp — 4-band EQ (bass/mid/treble/presence) with volume, powered by a 9V battery, driving an under-saddle piezo pickup. Gloss natural top, yellow-green mosaic rosette, and ornate antique-gold tuner buttons. New with hang tag.</p><ul>
<li>Cutaway classical body, nylon strings</li>
<li>EQ-7545R preamp: 4-band EQ + volume, 9V battery, low-battery light</li>
<li>Under-saddle piezo pickup</li>
<li>Antique-gold beaded tuner buttons</li>
<li>New shop stock with tag</li>
</ul>",Karl Schneider,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Classical Guitar,"Classical Guitars, Guitars & Bass, classical guitar, cutaway, electro acoustic, nylon strings, preamp, stage",true,Title,Default Title,,,,,GTR-21,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-21-01.jpg,1,Karl Schneider Electro-Classical Guitar — Cutaway with 4-Band EQ — Bob Music Store,false,Karl Schneider Electro-Classical Guitar — Cutaway with 4-…,"Karl Schneider cutaway electro-classical: nylon-string warmth you can plug straight into an amp or PA via the side-mounted — Bob Music Store, Beirut.",g,active
karl-schneider-electro-classical-cutaway-eq,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-21-02.jpg,2,Karl Schneider Electro-Classical Guitar — Cutaway with 4-Band EQ — view 2,,,,,
